,c_id,age,gender,nationality
11267,11268,47,Female,celtic_english
11268,11269,47,Female,celtic_english
11269,11270,47,Female,celtic_english
11270,11271,35,Male,east_asian
11271,11272,35,Male,east_asian
11272,11273,35,Male,east_asian
11273,11274,35,Male,east_asian
11274,11275,35,Male,east_asian
11275,11276,21,Male,south_asian
11276,11277,28,Female,hispanic
11277,11278,28,Female,hispanic
11278,11279,28,Female,hispanic
11279,11280,28,Female,hispanic
11280,11281,60,Male,celtic_english
11281,11282,60,Male,celtic_english
11282,11283,60,Male,celtic_english
11283,11284,60,Male,celtic_english
11284,11285,60,Male,celtic_english
11285,11286,60,Male,celtic_english
11286,11287,60,Male,celtic_english
11287,11288,60,Male,celtic_english
11288,11289,60,Male,celtic_english
11289,11290,60,Male,celtic_english
11290,11291,60,Male,celtic_english
11291,11292,35,Female,european
11292,11293,35,Female,european
11293,11294,35,Female,european
11294,11295,39,Male,south_asian
11295,11296,39,Male,south_asian
11296,11297,39,Male,south_asian
11297,11298,43,Male,south_asian
11298,11299,33,Female,european
11299,11300,28,Female,east_asian
11300,11301,32,Male,european
11301,11302,32,Male,european
11302,11303,32,Male,european
11303,11304,32,Male,european
11304,11305,32,Male,european
11305,11306,49,Male,south_asian
11306,11307,49,Male,south_asian
11307,11308,49,Male,south_asian
11308,11309,49,Male,south_asian
11309,11310,49,Male,hispanic
11310,11311,49,Male,hispanic
11311,11312,49,Male,hispanic
11312,11313,49,Male,hispanic
11313,11314,47,Male,celtic_english
11314,11315,47,Male,celtic_english
11315,11316,32,Male,south_asian
11316,11317,32,Male,south_asian
11317,11318,33,Male,celtic_english
11318,11319,33,Male,celtic_english
11319,11320,33,Male,celtic_english
11320,11321,33,Male,celtic_english
11321,11322,33,Male,celtic_english
11322,11323,53,Male,celtic_english
11323,11324,53,Male,celtic_english
11324,11325,53,Male,celtic_english
11325,11326,53,Male,celtic_english
11326,11327,53,Male,celtic_english
11327,11328,53,Male,celtic_english
11328,11329,53,Male,celtic_english
11329,11330,33,Male,south_asian
11330,11331,33,Male,south_asian
11331,11332,56,Male,celtic_english
11332,11333,56,Male,celtic_english
11333,11334,56,Male,celtic_english
11334,11335,56,Male,celtic_english
11335,11336,56,Male,celtic_english
11336,11337,24,Male,east_asian
11337,11338,24,Male,east_asian
11338,11339,24,Male,east_asian
11339,11340,30,Male,european
11340,11341,30,Male,european
11341,11342,30,Male,european
11342,11343,29,Male,muslim
11343,11344,33,Male,celtic_english
11344,11345,38,Female,european
11345,11346,38,Female,european
11346,11347,34,Male,south_asian
11347,11348,34,Male,south_asian
11348,11349,34,Male,south_asian
11349,11350,33,Male,south_asian
11350,11351,33,Male,south_asian
11351,11352,32,Male,celtic_english
11352,11353,32,Male,celtic_english
11353,11354,32,Male,celtic_english
11354,11355,32,Male,celtic_english
11355,11356,48,Male,hispanic
11356,11357,48,Male,hispanic
11357,11358,48,Male,hispanic
11358,11359,26,Male,celtic_english
11359,11360,48,Male,celtic_english
11360,11361,48,Male,celtic_english
11361,11362,48,Male,celtic_english
11362,11363,48,Male,celtic_english
11363,11364,48,Male,celtic_english
11364,11365,48,Male,celtic_english
11365,11366,48,Male,celtic_english
11366,11367,48,Male,celtic_english
11367,11368,48,Male,celtic_english
11368,11369,48,Male,celtic_english
11369,11370,48,Male,celtic_english
11370,11371,52,Male,european
11371,11372,54,Male,celtic_english
11372,11373,54,Male,celtic_english
11373,11374,36,Female,celtic_english
11374,11375,42,Female,celtic_english
11375,11376,42,Female,celtic_english
11376,11377,42,Female,celtic_english
11377,11378,42,Female,celtic_english
11378,11379,40,Male,greek
11379,11380,40,Male,greek
11380,11381,40,Male,greek
11381,11382,41,Male,celtic_english
11382,11383,41,Male,celtic_english
11383,11384,41,Male,celtic_english
11384,11385,47,Male,european
11385,11386,59,Male,celtic_english
11386,11387,59,Male,celtic_english
11387,11388,59,Male,celtic_english
11388,11389,59,Male,celtic_english
11389,11390,37,Male,celtic_english
11390,11391,18,Male,celtic_english
11391,11392,18,Male,celtic_english
11392,11393,18,Male,celtic_english
11393,11394,18,Male,celtic_english
11394,11395,42,Male,european
11395,11396,42,Male,european
11396,11397,42,Male,european
11397,11398,31,Female,european
11398,11399,33,Female,south_asian
11399,11400,33,Female,south_asian
11400,11401,33,Female,south_asian
11401,11402,33,Female,south_asian
11402,11403,33,Female,south_asian
11403,11404,33,Female,south_asian
11404,11405,30,Male,south_asian
11405,11406,30,Male,south_asian
11406,11407,30,Male,south_asian
11407,11408,71,Male,celtic_english
11408,11409,71,Male,celtic_english
11409,11410,71,Male,celtic_english
11410,11411,71,Male,celtic_english
11411,11412,71,Male,celtic_english
11412,11413,71,Male,celtic_english
11413,11414,71,Male,celtic_english
11414,11415,66,Male,european
11415,11416,66,Male,european
11416,11417,66,Male,european
11417,11418,66,Male,european
11418,11419,66,Male,european
11419,11420,50,Male,african
11420,11421,50,Male,african
11421,11422,50,Male,african
11422,11423,50,Male,african
11423,11424,50,Male,african
11424,11425,50,Male,african
11425,11426,50,Male,african
11426,11427,50,Male,african
11427,11428,50,Male,african
11428,11429,50,Male,african
11429,11430,50,Male,african
11430,11431,50,Male,african
11431,11432,57,Male,celtic_english
11432,11433,57,Male,celtic_english
11433,11434,57,Male,celtic_english
11434,11435,57,Male,celtic_english
11435,11436,57,Male,celtic_english
11436,11437,57,Male,celtic_english
11437,11438,57,Male,celtic_english
11438,11439,57,Male,celtic_english
11439,11440,57,Male,celtic_english
11440,11441,39,Female,south_asian
11441,11442,39,Female,south_asian
11442,11443,39,Female,south_asian
11443,11444,39,Female,south_asian
11444,11445,47,Male,european
11445,11446,47,Male,european
11446,11447,47,Male,european
11447,11448,47,Male,european
11448,11449,56,Male,celtic_english
11449,11450,56,Male,celtic_english
11450,11451,56,Male,celtic_english
11451,11452,56,Male,celtic_english
11452,11453,24,Male,south_asian
11453,11454,24,Male,south_asian
11454,11455,24,Male,south_asian
11455,11456,32,Male,jewish
11456,11457,32,Male,jewish
11457,11458,56,Male,celtic_english
11458,11459,46,Female,hispanic
11459,11460,51,Male,celtic_english
11460,11461,51,Male,celtic_english
11461,11462,51,Male,celtic_english
11462,11463,51,Male,celtic_english
11463,11464,51,Male,celtic_english
11464,11465,51,Male,celtic_english
11465,11466,51,Male,celtic_english
11466,11467,31,Male,south_asian
11467,11468,31,Male,south_asian
11468,11469,31,Male,south_asian
11469,11470,31,Male,south_asian
11470,11471,31,Male,south_asian
11471,11472,55,Male,east_asian
11472,11473,60,Male,celtic_english
11473,11474,60,Male,celtic_english
11474,11475,45,Male,celtic_english
11475,11476,45,Male,celtic_english
11476,11477,45,Male,celtic_english
11477,11478,31,Male,european
11478,11479,44,Female,celtic_english
11479,11480,44,Female,celtic_english
11480,11481,44,Female,celtic_english
11481,11482,44,Female,celtic_english
11482,11483,44,Female,celtic_english
11483,11484,44,Female,celtic_english
11484,11485,44,Female,celtic_english
11485,11486,50,Female,celtic_english
11486,11487,50,Female,celtic_english
11487,11488,50,Female,celtic_english
11488,11489,50,Female,celtic_english
11489,11490,50,Female,celtic_english
11490,11491,50,Female,celtic_english
11491,11492,48,Female,celtic_english
11492,11493,48,Female,celtic_english
11493,11494,48,Female,celtic_english
11494,11495,48,Female,celtic_english
11495,11496,48,Female,celtic_english
11496,11497,48,Female,celtic_english
11497,11498,48,Female,celtic_english
11498,11499,48,Female,celtic_english
11499,11500,19,Male,celtic_english
11500,11501,19,Male,celtic_english
11501,11502,30,Male,muslim
11502,11503,30,Male,muslim
11503,11504,30,Male,muslim
11504,11505,39,Male,hispanic
11505,11506,39,Male,hispanic
11506,11507,39,Male,hispanic
11507,11508,39,Male,hispanic
11508,11509,27,Female,south_asian
11509,11510,27,Female,south_asian
11510,11511,27,Female,south_asian
11511,11512,71,Male,celtic_english
11512,11513,71,Male,celtic_english
11513,11514,71,Male,celtic_english
11514,11515,71,Male,celtic_english
11515,11516,71,Male,celtic_english
11516,11517,52,Male,celtic_english
11517,11518,52,Male,celtic_english
11518,11519,52,Male,celtic_english
11519,11520,43,Male,celtic_english
11520,11521,43,Male,celtic_english
11521,11522,43,Male,celtic_english
11522,11523,43,Male,celtic_english
11523,11524,43,Male,celtic_english
11524,11525,43,Male,celtic_english
11525,11526,43,Male,celtic_english
11526,11527,51,Male,greek
11527,11528,51,Male,greek
11528,11529,51,Male,greek
11529,11530,51,Male,greek
11530,11531,51,Male,greek
11531,11532,51,Male,greek
11532,11533,51,Male,greek
11533,11534,51,Male,greek
11534,11535,51,Male,greek
11535,11536,51,Male,greek
11536,11537,51,Male,greek
11537,11538,44,Male,south_asian
11538,11539,44,Male,south_asian
11539,11540,44,Male,south_asian
11540,11541,38,Female,south_asian
11541,11542,38,Female,south_asian
11542,11543,38,Female,south_asian
11543,11544,38,Female,south_asian
11544,11545,38,Female,south_asian
11545,11546,37,Male,muslim
11546,11547,37,Male,muslim
11547,11548,37,Male,muslim
11548,11549,46,Male,muslim
11549,11550,46,Male,muslim
11550,11551,36,Female,south_asian
11551,11552,36,Female,south_asian
11552,11553,36,Female,south_asian
11553,11554,36,Female,south_asian
11554,11555,36,Female,south_asian
11555,11556,36,Female,south_asian
11556,11557,53,Female,celtic_english
11557,11558,57,Female,celtic_english
11558,11559,53,Female,celtic_english
11559,11560,57,Female,celtic_english
11560,11561,53,Female,celtic_english
11561,11562,57,Female,celtic_english
11562,11563,53,Female,celtic_english
11563,11564,57,Female,celtic_english
11564,11565,53,Female,celtic_english
11565,11566,57,Female,celtic_english
11566,11567,53,Female,celtic_english
11567,11568,57,Female,celtic_english
11568,11569,53,Female,celtic_english
11569,11570,57,Female,celtic_english
11570,11571,53,Female,celtic_english
11571,11572,57,Female,celtic_english
11572,11573,50,Male,european
11573,11574,50,Male,european
11574,11575,50,Male,european
11575,11576,50,Male,european
11576,11577,50,Male,european
11577,11578,39,Male,south_asian
11578,11579,39,Male,south_asian
11579,11580,52,Male,european
11580,11581,33,Male,east_asian
11581,11582,33,Male,east_asian
11582,11583,33,Male,east_asian
11583,11584,33,Male,east_asian
11584,11585,33,Male,east_asian
11585,11586,37,Male,south_asian
11586,11587,37,Male,south_asian
11587,11588,37,Male,south_asian
11588,11589,37,Male,south_asian
11589,11590,37,Male,muslim
11590,11591,55,Male,south_asian
11591,11592,55,Male,south_asian
11592,11593,51,Female,european
11593,11594,45,Male,south_asian
11594,11595,45,Male,south_asian
11595,11596,45,Male,south_asian
11596,11597,45,Male,south_asian
11597,11598,38,Male,celtic_english
11598,11599,38,Male,celtic_english
11599,11600,38,Male,celtic_english
11600,11601,38,Male,celtic_english
11601,11602,28,Male,celtic_english
11602,11603,28,Male,celtic_english
11603,11604,28,Male,celtic_english
11604,11605,28,Male,celtic_english
11605,11606,28,Male,celtic_english
11606,11607,28,Male,celtic_english
11607,11608,28,Male,celtic_english
11608,11609,36,Female,european
11609,11610,36,Female,european
11610,11611,54,Male,south_asian
11611,11612,54,Male,south_asian
11612,11613,54,Male,south_asian
11613,11614,54,Male,south_asian
11614,11615,54,Male,south_asian
11615,11616,54,Male,south_asian
11616,11617,54,Male,south_asian
11617,11618,41,Male,european
11618,11619,41,Male,european
11619,11620,41,Male,european
11620,11621,41,Male,european
11621,11622,50,Male,celtic_english
11622,11623,50,Male,celtic_english
11623,11624,50,Male,celtic_english
11624,11625,50,Male,celtic_english
11625,11626,33,Female,east_asian
11626,11627,33,Female,east_asian
11627,11628,31,Male,east_asian
11628,11629,31,Male,east_asian
11629,11630,31,Male,east_asian
11630,11631,31,Male,east_asian
11631,11632,44,Female,south_asian
11632,11633,41,Male,east_asian
11633,11634,41,Male,east_asian
11634,11635,41,Male,east_asian
11635,11636,41,Male,east_asian
11636,11637,41,Male,east_asian
11637,11638,41,Male,east_asian
11638,11639,37,Female,hispanic
11639,11640,37,Female,hispanic
11640,11641,37,Female,hispanic
11641,11642,55,Male,european
11642,11643,34,Female,celtic_english
11643,11644,34,Female,celtic_english
11644,11645,34,Female,celtic_english
11645,11646,34,Female,celtic_english
11646,11647,34,Female,celtic_english
11647,11648,34,Female,celtic_english
11648,11649,34,Female,celtic_english
11649,11650,51,Male,celtic_english
11650,11651,51,Male,celtic_english
11651,11652,51,Male,celtic_english
11652,11653,51,Male,celtic_english
11653,11654,51,Male,celtic_english
11654,11655,51,Male,celtic_english
11655,11656,37,Male,east_asian
11656,11657,37,Male,east_asian
11657,11658,32,Male,celtic_english
11658,11659,49,Male,celtic_english
11659,11660,49,Male,celtic_english
11660,11661,49,Male,celtic_english
11661,11662,49,Male,celtic_english
11662,11663,49,Male,celtic_english
11663,11664,49,Male,celtic_english
11664,11665,49,Male,celtic_english
11665,11666,50,Male,celtic_english
11666,11667,50,Male,celtic_english
11667,11668,50,Male,celtic_english
11668,11669,51,Male,european
11669,11670,51,Male,european
11670,11671,51,Male,european
11671,11672,51,Male,european
11672,11673,51,Male,european
11673,11674,47,Male,celtic_english
11674,11675,47,Male,celtic_english
11675,11676,47,Male,celtic_english
11676,11677,54,Female,european
11677,11678,54,Female,european
11678,11679,54,Female,european
11679,11680,54,Female,european
11680,11681,54,Female,european
11681,11682,40,Female,celtic_english
11682,11683,40,Female,celtic_english
11683,11684,40,Female,celtic_english
11684,11685,40,Female,celtic_english
11685,11686,40,Female,celtic_english
11686,11687,40,Female,celtic_english
11687,11688,23,Female,european
11688,11689,23,Female,european
11689,11690,23,Female,european
11690,11691,23,Female,european
11691,11692,28,Male,south_asian
11692,11693,28,Male,south_asian
11693,11694,28,Male,south_asian
11694,11695,49,Male,celtic_english
11695,11696,49,Male,celtic_english
11696,11697,49,Male,celtic_english
11697,11698,47,Male,hispanic
11698,11699,47,Male,hispanic
11699,11700,47,Male,hispanic
11700,11701,47,Male,hispanic
11701,11702,49,Male,celtic_english
11702,11703,49,Male,celtic_english
11703,11704,49,Male,celtic_english
11704,11705,49,Male,celtic_english
11705,11706,49,Male,celtic_english
11706,11707,49,Male,celtic_english
11707,11708,62,Male,european
11708,11709,62,Male,european
11709,11710,62,Male,european
11710,11711,62,Male,european
11711,11712,62,Male,european
11712,11713,62,Male,european
11713,11714,62,Male,european
11714,11715,62,Male,european
11715,11716,62,Male,european
11716,11717,62,Male,european
11717,11718,23,Male,muslim
11718,11719,23,Male,muslim
11719,11720,42,Female,south_asian
11720,11721,42,Female,south_asian
11721,11722,30,Male,south_asian
11722,11723,30,Male,south_asian
11723,11724,30,Male,south_asian
11724,11725,49,Male,european
11725,11726,49,Male,european
11726,11727,49,Male,european
11727,11728,49,Male,european
11728,11729,49,Male,european
11729,11730,35,Male,south_asian
11730,11731,35,Male,south_asian
11731,11732,35,Male,south_asian
11732,11733,35,Male,south_asian
11733,11734,35,Male,south_asian
11734,11735,61,Male,celtic_english
11735,11736,61,Male,celtic_english
11736,11737,61,Male,celtic_english
11737,11738,61,Male,celtic_english
11738,11739,61,Male,celtic_english
11739,11740,61,Male,celtic_english
11740,11741,61,Male,celtic_english
11741,11742,39,Male,south_asian
11742,11743,39,Male,south_asian
11743,11744,39,Male,south_asian
11744,11745,39,Male,south_asian
11745,11746,39,Male,south_asian
11746,11747,40,Male,celtic_english
11747,11748,53,Female,celtic_english
11748,11749,53,Female,celtic_english
11749,11750,53,Female,celtic_english
11750,11751,53,Female,celtic_english
11751,11752,53,Female,celtic_english
11752,11753,53,Female,celtic_english
11753,11754,53,Female,celtic_english
11754,11755,40,Male,celtic_english
11755,11756,47,Male,hispanic
11756,11757,47,Male,hispanic
11757,11758,47,Male,hispanic
11758,11759,47,Male,hispanic
11759,11760,47,Male,hispanic
11760,11761,47,Male,hispanic
11761,11762,47,Male,hispanic
11762,11763,47,Male,hispanic
11763,11764,47,Male,hispanic
11764,11765,47,Male,hispanic
11765,11766,47,Male,hispanic
11766,11767,47,Male,hispanic
11767,11768,47,Male,hispanic
11768,11769,47,Male,hispanic
11769,11770,36,Male,hispanic
11770,11771,36,Male,hispanic
11771,11772,36,Male,hispanic
11772,11773,36,Male,hispanic
11773,11774,36,Male,hispanic
11774,11775,36,Male,hispanic
11775,11776,36,Male,hispanic
11776,11777,36,Male,hispanic
11777,11778,36,Male,hispanic
11778,11779,62,Male,celtic_english
11779,11780,62,Male,celtic_english
11780,11781,62,Male,celtic_english
11781,11782,62,Male,celtic_english
11782,11783,62,Male,celtic_english
11783,11784,62,Male,celtic_english
11784,11785,42,Male,celtic_english
11785,11786,42,Male,celtic_english
11786,11787,42,Male,celtic_english
11787,11788,42,Male,celtic_english
11788,11789,42,Male,celtic_english
11789,11790,42,Male,celtic_english
11790,11791,42,Male,celtic_english
11791,11792,39,Male,celtic_english
11792,11793,39,Male,celtic_english
11793,11794,39,Male,celtic_english
11794,11795,41,Male,european
11795,11796,44,Female,european
11796,11797,44,Female,european
11797,11798,47,Male,celtic_english
11798,11799,47,Male,celtic_english
11799,11800,47,Male,celtic_english
11800,11801,47,Male,celtic_english
11801,11802,47,Male,celtic_english
11802,11803,47,Male,celtic_english
11803,11804,44,Female,hispanic
11804,11805,44,Female,hispanic
11805,11806,44,Female,hispanic
11806,11807,44,Female,hispanic
11807,11808,44,Female,hispanic
11808,11809,44,Female,hispanic
11809,11810,46,Male,european
11810,11811,46,Male,european
11811,11812,46,Male,european
11812,11813,46,Male,european
11813,11814,46,Male,european
11814,11815,46,Male,european
11815,11816,46,Male,european
11816,11817,46,Male,european
11817,11818,46,Male,european
11818,11819,35,Male,hispanic
11819,11820,35,Male,hispanic
11820,11821,35,Male,hispanic
11821,11822,35,Male,hispanic
11822,11823,28,Male,south_asian
11823,11824,28,Male,south_asian
11824,11825,28,Male,south_asian
11825,11826,28,Male,south_asian
11826,11827,28,Male,south_asian
11827,11828,28,Male,south_asian
11828,11829,28,Male,south_asian
11829,11830,52,Female,celtic_english
11830,11831,52,Female,celtic_english
11831,11832,52,Female,celtic_english
11832,11833,52,Female,celtic_english
11833,11834,52,Female,celtic_english
11834,11835,52,Female,celtic_english
11835,11836,52,Female,celtic_english
11836,11837,52,Female,celtic_english
11837,11838,52,Female,celtic_english
11838,11839,52,Female,celtic_english
11839,11840,52,Female,celtic_english
11840,11841,60,Male,celtic_english
11841,11842,60,Male,celtic_english
11842,11843,23,Female,south_asian
11843,11844,23,Female,south_asian
11844,11845,23,Female,south_asian
11845,11846,38,Male,east_asian
11846,11847,38,Male,east_asian
11847,11848,38,Male,east_asian
11848,11849,38,Male,east_asian
11849,11850,59,Female,celtic_english
11850,11851,36,Female,hispanic
11851,11852,36,Female,hispanic
11852,11853,36,Female,hispanic
11853,11854,36,Female,hispanic
11854,11855,36,Female,hispanic
11855,11856,49,Male,european
11856,11857,52,Male,african
11857,11858,52,Male,african
11858,11859,52,Male,hispanic
11859,11860,52,Male,hispanic
11860,11861,52,Male,hispanic
11861,11862,41,Male,south_asian
11862,11863,41,Male,south_asian
11863,11864,41,Male,south_asian
11864,11865,28,Male,south_asian
11865,11866,28,Male,south_asian
11866,11867,28,Male,south_asian
11867,11868,28,Male,south_asian
11868,11869,48,Male,european
11869,11870,48,Male,european
11870,11871,48,Male,european
11871,11872,48,Male,european
11872,11873,48,Male,european
11873,11874,48,Male,european
11874,11875,26,Female,celtic_english
11875,11876,26,Female,celtic_english
11876,11877,25,Female,south_asian
11877,11878,25,Female,south_asian
11878,11879,40,Male,east_asian
11879,11880,40,Male,east_asian
11880,11881,40,Male,east_asian
11881,11882,50,Male,muslim
11882,11883,50,Male,muslim
11883,11884,50,Male,muslim
11884,11885,50,Male,muslim
11885,11886,50,Male,muslim
11886,11887,37,Male,muslim
11887,11888,37,Male,muslim
11888,11889,37,Male,muslim
11889,11890,37,Male,muslim
11890,11891,37,Male,muslim
11891,11892,42,Male,celtic_english
11892,11893,42,Male,celtic_english
11893,11894,42,Male,celtic_english
11894,11895,42,Male,celtic_english
11895,11896,42,Male,celtic_english
11896,11897,42,Male,celtic_english
11897,11898,48,Male,celtic_english
11898,11899,48,Male,celtic_english
11899,11900,48,Male,celtic_english
11900,11901,48,Male,celtic_english
11901,11902,48,Male,celtic_english
11902,11903,26,Male,muslim
11903,11904,26,Male,muslim
11904,11905,26,Male,muslim
11905,11906,26,Male,muslim
11906,11907,26,Male,muslim
11907,11908,26,Male,muslim
11908,11909,27,Male,european
11909,11910,27,Male,european
11910,11911,27,Male,european
11911,11912,27,Male,european
11912,11913,27,Male,european
11913,11914,27,Male,european
11914,11915,27,Male,european
11915,11916,27,Male,european
11916,11917,27,Male,european
11917,11918,27,Male,european
11918,11919,27,Male,european
11919,11920,27,Male,european
11920,11921,27,Male,european
11921,11922,58,Male,celtic_english
11922,11923,58,Male,celtic_english
11923,11924,32,Male,east_asian
11924,11925,32,Male,east_asian
11925,11926,32,Male,east_asian
11926,11927,39,Male,south_asian
11927,11928,39,Male,south_asian
11928,11929,34,Female,south_asian
11929,11930,34,Female,south_asian
11930,11931,34,Female,south_asian
11931,11932,34,Female,south_asian
11932,11933,34,Female,south_asian
11933,11934,36,Male,hispanic
11934,11935,36,Male,hispanic
11935,11936,36,Male,hispanic
11936,11937,36,Male,hispanic
11937,11938,37,Male,muslim
11938,11939,37,Male,muslim
11939,11940,27,Female,hispanic
11940,11941,27,Female,hispanic
11941,11942,27,Female,hispanic
11942,11943,27,Female,hispanic
11943,11944,40,Male,east_asian
11944,11945,40,Male,east_asian
11945,11946,40,Male,east_asian
11946,11947,43,Male,celtic_english
11947,11948,43,Male,celtic_english
11948,11949,43,Male,celtic_english
11949,11950,43,Male,celtic_english
11950,11951,26,Female,european
11951,11952,26,Female,european
11952,11953,26,Female,european
11953,11954,26,Female,european
11954,11955,26,Female,european
11955,11956,26,Female,european
11956,11957,26,Female,european
11957,11958,26,Female,european
11958,11959,26,Female,european
11959,11960,26,Female,european
11960,11961,26,Female,european
11961,11962,26,Female,european
11962,11963,38,Female,hispanic
11963,11964,38,Female,hispanic
11964,11965,38,Female,hispanic
11965,11966,38,Female,hispanic
11966,11967,38,Female,hispanic
11967,11968,55,Male,south_asian
11968,11969,55,Male,south_asian
11969,11970,55,Male,south_asian
11970,11971,55,Male,south_asian
11971,11972,52,Male,east_asian
11972,11973,52,Male,east_asian
11973,11974,52,Male,east_asian
11974,11975,52,Male,east_asian
11975,11976,52,Male,east_asian
11976,11977,57,Male,hispanic
11977,11978,57,Male,hispanic
11978,11979,57,Male,hispanic
11979,11980,57,Male,hispanic
11980,11981,57,Male,hispanic
11981,11982,57,Male,hispanic
11982,11983,57,Male,hispanic
11983,11984,57,Male,hispanic
11984,11985,42,Female,european
11985,11986,42,Female,european
11986,11987,37,Male,celtic_english
11987,11988,34,Male,celtic_english
11988,11989,37,Male,celtic_english
11989,11990,34,Male,celtic_english
11990,11991,37,Male,celtic_english
11991,11992,34,Male,celtic_english
11992,11993,37,Male,celtic_english
11993,11994,34,Male,celtic_english
11994,11995,33,Male,celtic_english
11995,11996,33,Male,celtic_english
11996,11997,33,Male,celtic_english
11997,11998,42,Male,south_asian
11998,11999,42,Male,south_asian
11999,12000,27,Male,south_asian
12000,12001,27,Male,south_asian
12001,12002,27,Male,south_asian
12002,12003,27,Male,south_asian
12003,12004,27,Male,south_asian
12004,12005,27,Male,south_asian
12005,12006,27,Male,south_asian
12006,12007,48,Male,european
12007,12008,48,Male,european
12008,12009,48,Male,european
12009,12010,48,Male,european
12010,12011,57,Male,african
12011,12012,57,Male,african
12012,12013,57,Male,african
12013,12014,34,Male,south_asian
12014,12015,34,Male,south_asian
12015,12016,34,Male,south_asian
12016,12017,34,Male,south_asian
12017,12018,45,Male,european
12018,12019,45,Male,european
12019,12020,44,Female,european
12020,12021,44,Female,european
12021,12022,44,Female,european
12022,12023,44,Female,european
12023,12024,38,Male,celtic_english
12024,12025,38,Male,celtic_english
12025,12026,51,Male,celtic_english
12026,12027,51,Male,celtic_english
12027,12028,51,Male,celtic_english
12028,12029,51,Male,celtic_english
12029,12030,51,Male,celtic_english
12030,12031,46,Male,celtic_english
12031,12032,46,Male,celtic_english
12032,12033,46,Male,celtic_english
12033,12034,46,Male,celtic_english
12034,12035,46,Male,celtic_english
12035,12036,46,Male,celtic_english
12036,12037,50,Male,east_asian
12037,12038,50,Male,east_asian
12038,12039,50,Male,east_asian
12039,12040,50,Male,east_asian
12040,12041,50,Male,east_asian
12041,12042,42,Male,south_asian
12042,12043,42,Male,south_asian
12043,12044,42,Male,south_asian
12044,12045,42,Male,south_asian
12045,12046,71,Male,european
12046,12047,71,Male,european
12047,12048,51,Male,european
12048,12049,51,Male,european
12049,12050,51,Male,european
12050,12051,51,Male,european
12051,12052,51,Male,european
12052,12053,51,Male,european
12053,12054,51,Male,european
12054,12055,51,Male,european
12055,12056,51,Male,european
12056,12057,43,Male,celtic_english
12057,12058,43,Male,celtic_english
12058,12059,43,Male,celtic_english
12059,12060,47,Male,celtic_english
12060,12061,47,Male,celtic_english
12061,12062,47,Male,celtic_english
12062,12063,43,Male,south_asian
12063,12064,26,Female,east_asian
12064,12065,26,Female,east_asian
12065,12066,35,Female,european
12066,12067,35,Female,european
12067,12068,35,Female,european
12068,12069,33,Male,european
12069,12070,33,Male,european
12070,12071,46,Female,hispanic
12071,12072,57,Female,celtic_english
12072,12073,57,Female,celtic_english
12073,12074,57,Female,celtic_english
12074,12075,50,Male,celtic_english
12075,12076,50,Male,celtic_english
12076,12077,50,Male,celtic_english
12077,12078,56,Female,celtic_english
12078,12079,56,Female,celtic_english
12079,12080,56,Female,celtic_english
12080,12081,56,Female,celtic_english
12081,12082,41,Female,celtic_english
12082,12083,41,Female,celtic_english
12083,12084,41,Female,celtic_english
12084,12085,41,Female,celtic_english
12085,12086,41,Female,celtic_english
12086,12087,41,Female,celtic_english
12087,12088,41,Female,celtic_english
12088,12089,48,Male,celtic_english
12089,12090,46,Male,south_asian
12090,12091,46,Male,south_asian
12091,12092,46,Male,south_asian
12092,12093,58,Male,european
12093,12094,58,Male,european
12094,12095,58,Male,european
12095,12096,58,Male,european
12096,12097,58,Male,european
12097,12098,58,Male,european
12098,12099,58,Male,european
12099,12100,58,Male,european
12100,12101,40,Male,african
12101,12102,32,Female,east_asian
12102,12103,32,Female,east_asian
12103,12104,32,Female,east_asian
12104,12105,32,Female,east_asian
12105,12106,32,Female,east_asian
12106,12107,32,Female,east_asian
12107,12108,32,Female,east_asian
12108,12109,40,Female,hispanic
12109,12110,40,Female,hispanic
12110,12111,40,Female,hispanic
12111,12112,40,Female,hispanic
12112,12113,22,Male,south_asian
12113,12114,22,Male,south_asian
12114,12115,22,Male,south_asian
12115,12116,22,Male,south_asian
12116,12117,22,Male,south_asian
12117,12118,56,Male,celtic_english
12118,12119,56,Male,celtic_english
12119,12120,56,Male,celtic_english
12120,12121,56,Male,celtic_english
12121,12122,56,Male,celtic_english
12122,12123,56,Male,celtic_english
12123,12124,56,Male,celtic_english
12124,12125,56,Male,celtic_english
12125,12126,56,Male,celtic_english
12126,12127,40,Male,hispanic
12127,12128,40,Male,hispanic
12128,12129,51,Male,hispanic
12129,12130,51,Male,hispanic
12130,12131,51,Male,hispanic
12131,12132,51,Male,hispanic
12132,12133,51,Male,hispanic
12133,12134,51,Male,hispanic
12134,12135,45,Female,celtic_english
12135,12136,45,Female,celtic_english
12136,12137,45,Female,celtic_english
12137,12138,45,Female,celtic_english
12138,12139,45,Female,celtic_english
12139,12140,45,Female,celtic_english
12140,12141,56,Male,celtic_english
12141,12142,56,Male,celtic_english
12142,12143,63,Male,european
12143,12144,63,Male,european
12144,12145,46,Male,celtic_english
12145,12146,46,Male,celtic_english
12146,12147,46,Male,celtic_english
12147,12148,46,Male,celtic_english
12148,12149,46,Male,celtic_english
12149,12150,43,Male,nordic
12150,12151,43,Male,nordic
12151,12152,43,Male,nordic
12152,12153,43,Male,nordic
12153,12154,43,Male,nordic
12154,12155,36,Female,celtic_english
